"id","course_name","course_url","description","image_url","provenance","subject"
"edx00085","Asynchronous Programming with JavaScript","https://www.edx.org/course/asynchronous-programming-javascript-microsoft-dev234x-2","Expand your JavaScript knowledge with the latest asynchronous programming techniques, including JavaScript Promises and Generators.","https://www.edx.org/sites/default/files/course/image/featured-card/dev234x_thumbnail_318x210.jpg","Microsoft","Computer Science"
"edx00086","Developing a Multidimensional Data Model","https://www.edx.org/course/developing-multidimensional-data-model-microsoft-dat224x-0","Learn how to design, develop, and manage a multidimensional data model (a.k.a. cube) with SQL Server 2016 Analysis Services.","https://www.edx.org/sites/default/files/course/image/featured-card/dat224x-318210.jpg","Microsoft","Computer Science"
"edx00087","How Virtual Reality (VR) Works","https://www.edx.org/course/how-virtual-reality-vr-works-uc-san-diegox-cse165x-0","Learn how virtual reality technology works by writing simple VR programs with WebVR.","https://www.edx.org/sites/default/files/course/image/featured-card/vr-course1-318x210.jpg","The University of California, San Diego","Computer Science"
"edx00088","Software Construction: Object-Oriented Design","https://www.edx.org/course/software-construction-object-oriented-ubcx-softconst2x","Learn how to design large software systems that solve real-world problems using object-oriented design techniques.","https://www.edx.org/sites/default/files/course/image/featured-card/softconst2-v4_318x210.jpg","University of British Columbia","Computer Science"
"edx00089","Responsible Innovation: Ethics, Safety and Technology","https://www.edx.org/course/responsible-innovation-ethics-safety-delftx-ri101x-0","How to deal with risks and ethical questions raised by development of new technologies.","https://www.edx.org/sites/default/files/course/image/featured-card/a_ri-home_378x225.jpg","Delft University of Technology (TU Delft)","Ethics;Engineering;Energy & Earth Sciences"
"edx00090","Europeana Space: Creative with Digital Heritage","https://www.edx.org/course/europeana-space-creative-digital-kuleuvenx-eurospacex-0","Learn how to creatively reuse digital cultural content from professionals of the Europeana Space network.","https://www.edx.org/sites/default/files/course/image/featured-card/eurospacex_2017_kuleuvenx-318210.jpg"," KU Leuven University ","Art & Culture;Education & Teacher Training"
"edx00091","Cyber Security Economics","https://www.edx.org/course/cyber-security-economics-delftx-secon101x-0","Learn how to make better decisions about security and IT by using state-of-the-art economic tools, security metrics and data analytics.","https://www.edx.org/sites/default/files/course/image/featured-card/tbm_secon101x_course-image_318x210.jpg","Delft University of Technology (TU Delft)","Computer Science;Economics & Finance;Social Sciences"
"edx00092","International Humanitarian Law","https://www.edx.org/course/international-humanitarian-law-louvainx-louv16x-0","Learn how international law regulates armed conflicts, protects individuals in wartime, and guarantees minimum compliance.","https://www.edx.org/sites/default/files/course/image/featured-card/louv16x-courseimage_318x210.jpg","Université catholique de Louvain","Humanities;Law"
"edx00093","ContractsX 2017","https://www.edx.org/course/contractsx-2017-harvardx-hls2x","Contracts are a part of our everyday life, arising in collaboration, trust, promise and credit. How are contracts formed? What makes a contract enforceable? What happens when one party breaks a promise?","https://www.edx.org/sites/default/files/course/image/featured-card/contractsx_318x210.jpg","Harvard University","Business & Management;Law;Philosophy & Ethics"
"edx00094","High-performance Computing for Reproducible Genomics","https://www.edx.org/course/high-performance-computing-reproducible-harvardx-ph525-6x-0","Learn how to bridge from diverse genomic assay and annotation structures to data analysis and research presentations via innovative approaches to computing.","https://www.edx.org/sites/default/files/course/image/featured-card/statistics-and-r-for-the-life-sciences_378x225_5.jpg","Harvard University","Biology & Life Sciences;Science;Data Analysis & Statistics"
"edx00095","Case Studies in Functional Genomics","https://www.edx.org/course/case-studies-functional-genomics-harvardx-ph525-7x-0","Explore data analysis of several experimental protocols, using open source software, including R and Bioconductor.","https://www.edx.org/sites/default/files/course/image/featured-card/statistics-and-r-for-the-life-sciences_378x225_6.jpg","Harvard University","Biology & Life Sciences;Science;Data Analysis & Statistics"
"edx00096","Skype Operations Framework","https://www.edx.org/course/skype-operations-framework-microsoft-cld266x","Learn the methodology to effectively deploy and operate Skype for Business and related technologies.","https://www.edx.org/sites/default/files/course/image/featured-card/cld266x-318.jpg","Microsoft","Computer Science"
"edx00097","Introduction to Electrical and Electronic Engineering - 電気電子工学入門","https://www.edx.org/course/introduction-electrical-electronic-tokyotechx-ee101jx-0","Learn fundamental knowledge about electrical and electronic engineering from Tokyo Tech instructors and engineers working in Japanese industry. 電気電子工学を日本語と英語で学んでみませんか。講師と学生ティーチングアシスタント、そしてこの講座のために描きおこしたアニメキャラクタがあなたの電気電子工学の学習をガイドします。","https://www.edx.org/sites/default/files/course/image/featured-card/course_318x210_0.jpg","Tokyo Institute of Technology","Electronics;Engineering"
"edx00098","International Business Environment and Global Strategy","https://www.edx.org/course/international-business-environment-iimbx-im110x-1","Learn how the social, political, economic and institutional factors affect international business environments and global strategies.","https://www.edx.org/sites/default/files/course/image/featured-card/im110x-video_still-318x219.jpg","Indian Institute of Management, Bangalore","Business & Management;Economics & Finance;Social Sciences"
"edx00099","Evidence-Based Project Management","https://www.edx.org/course/evidence-based-project-management-anux-ebm07x","Learn which project management strategies, tools and techniques are most effective by analyzing evidence-based research.","https://www.edx.org/sites/default/files/course/image/featured-card/pma-ebm07x_310x210.jpg","Australian National University","Business & Management;Data Analysis & Statistics"
"edx00100","The Extremes of Life: Microbes and Their Diversity","https://www.edx.org/course/extremes-life-microbes-diversity-kyotoux-003x-1","Microbes are everywhere! Find out how diverse microbial life is, and what their genome sequences tell us.","https://www.edx.org/sites/default/files/course/image/featured-card/003x-about_page_image-318x210.jpg","Kyoto University","Biology & Life Sciences;Chemistry;Science"
"edx00101","Web Security Fundamentals","https://www.edx.org/course/web-security-fundamentals-kuleuvenx-websecx","Essential knowledge for every web developer, discover important principles of modern web security, and learn about current security best practices.","https://www.edx.org/sites/default/files/course/image/featured-card/web-security-fundamentals-kuleuvenx318210.jpg"," KU Leuven University ","Computer Science"
"edx00102","Microsoft Professional Orientation: Cloud Administration","https://www.edx.org/course/microsoft-professional-orientation-cloud-microsoft-azure215x","Learn what it takes to deploy and provision compute resources, scale workloads up or down on demand, and manage a cloud computing infrastructure in Microsoft Azure.","https://www.edx.org/sites/default/files/course/image/featured-card/azure215x-318x210.jpg","Microsoft","Computer Science"
"edx00103","Microsoft Azure Virtual Machines","https://www.edx.org/course/microsoft-azure-virtual-machines-microsoft-azure202x-0","Get started using Microsoft Azure to run your Windows virtual machines in the cloud.","https://www.edx.org/sites/default/files/course/image/featured-card/azure202_318x210.jpg","Microsoft","Computer Science"
"edx00104","Microsoft Azure Virtual Networks","https://www.edx.org/course/microsoft-azure-virtual-networks-microsoft-azure203x","Take your existing knowledge of on-premises networking and extend it to the Microsoft Azure environment.","https://www.edx.org/sites/default/files/course/image/featured-card/azure203_copy_318x210.jpg","Microsoft","Computer Science"
